,Natural Language Query,Generated SQL Query,Result
913431         8/21/2013
913432         8/23/2013
913433         8/14/2013
913434         8/22/2013
913435         8/23/2013
913440         1/22/2014
913441         8/21/2013
913442         8/23/2013
913443         8/25/2013
913448         8/23/2013
913449         8/20/2013
913450         8/25/2013
913451         8/21/2013
913452         8/23/2013
913453         8/21/2013
913454          8/5/2013
913455         8/22/2013
913459         8/16/2013
913460         8/23/2013"
3,What is the installation date for each ending station on all the trips?,"SELECT start_station_id, end_station_id, installation_date
FROM trip
JOIN station ON trip.end_station_id = station.id;"," start_station_id  end_station_id installation_date
               63              69         8/23/2013
               66              69         8/23/2013
               77              50         8/20/2013
               46              61         8/22/2013
               56              70         8/23/2013
               41              63         8/22/2013
               48              55         8/20/2013
               42              70         8/23/2013
               42              69         8/23/2013
               63              69         8/23/2013
               61              77         8/25/2013
               39              65         8/22/2013
               55              50         8/20/2013
               41              69         8/23/2013
               38              34         8/14/2013
               77              67         8/23/2013
               64              72         8/23/2013
               48              51         8/20/2013
               77              73         8/21/2013
               77              76         8/25/2013
               50              57         8/21/2013
               74              66         8/23/2013
               60              69         8/23/2013
               39              74         8/25/2013
               57              55         8/20/2013
               61              50         8/20/2013
               49              65         8/22/2013
               66              69         8/23/2013
               60              74         8/25/2013
               70              71         8/23/2013
               77              50         8/20/2013
               55              69         8/23/2013
               64              69         8/23/2013
               68              69         8/23/2013
               54              69         8/23/2013
               67              39         8/25/2013
               51              61         8/22/2013
               68              70         8/23/2013
               70              74         8/25/2013
               49              69         8/23/2013
               70              77         8/25/2013
               65              50         8/20/2013
               76              70         8/23/2013
               27              28         8/15/2013
               57              69         8/23/2013
               56              45         8/19/2013
               27              28         8/15/2013
               45              69         8/23/2013
               77              67         8/23/2013
               48              74         8/25/2013
               48              69         8/23/2013
               69              50         8/20/2013
               61              42         8/19/2013
               67              69         8/23/2013
               28              28         8/15/2013
                6               2          8/6/2013
               59              55         8/20/2013
               61              77         8/25/2013
               65              61         8/22/2013
               64              63         8/22/2013
               65              69         8/23/2013
               56              59         8/21/2013
               76              69         8/23/2013
               51              69         8/23/2013
               77              64         8/22/2013
               64              39         8/25/2013
               70              49         8/20/2013
               64              77         8/25/2013
               48              74         8/25/2013
               48              55         8/20/2013
               64              64         8/22/2013
               74              69         8/23/2013
               74              54         8/20/2013
               48              74         8/25/2013
               64              61         8/22/2013
               51              60         8/21/2013
                4               2          8/6/2013
               42              69         8/23/2013
               74              69         8/23/2013
               72              76         8/25/2013
               60              50         8/20/2013
               74              69         8/23/2013
               62              50         8/20/2013
               65              69         8/23/2013
               72              65         8/22/2013
               58              57         8/21/2013
               68              70         8/23/2013
               69              67         8/23/2013
               60              47         8/19/2013
               55              70         8/23/2013
               63              69         8/23/2013
               64              77         8/25/2013
               59              42         8/19/2013
               68              70         8/23/2013
               61              65         8/22/2013
               28              33         8/16/2013
               26              23         8/15/2013
               76              55         8/20/2013
               49              76         8/25/2013
               51              72         8/23/2013
               51              61         8/22/2013
               61              50         8/20/2013
               39              69         8/23/2013
               59              69         8/23/2013
               57              69         8/23/2013
               77              67         8/23/2013
               70              60         8/21/2013
                2               7          8/7/2013
               55              68         8/23/2013
               69              82         1/22/2014
               74              70         8/23/2013
               80              84          4/9/2014
               51              63         8/22/2013
               45              76         8/25/2013
               62              70         8/23/2013
               64              65         8/22/2013
               50              70         8/23/2013
               54              56         8/20/2013
                3               7          8/7/2013
               69              57         8/21/2013
               74              47         8/19/2013
               74              47         8/19/2013
               74              47         8/19/2013
               74              47         8/19/2013
               63              64         8/22/2013
               60              65         8/22/2013
               70              72         8/23/2013
               70              41         8/19/2013
               12               6          8/7/2013
               65              69         8/23/2013
               62              70         8/23/2013
               82              61         8/22/2013
               42              55         8/20/2013
               48              74         8/25/2013
                2              84          4/9/2014
               77              61         8/22/2013
               55              77         8/25/2013
               70              67         8/23/2013
               64              65         8/22/2013
               69              39         8/25/2013
                6               2          8/6/2013
               60              50         8/20/2013
               41              69         8/23/2013
               66              69         8/23/2013
               82              70         8/23/2013
               62              70         8/23/2013
               69              51         8/20/2013
               35              38         8/14/2013
               68              39         8/25/2013
               51              70         8/23/2013
               62              61         8/22/2013
               61              49         8/20/2013
               60              74         8/25/2013
               45              62         8/22/2013
               70              50         8/20/2013
               65              69         8/23/2013
               28              32        12/31/2013
               68              65         8/22/2013
               55              57         8/21/2013
               57              74         8/25/2013
               60              73         8/21/2013
               46              55         8/20/2013
               47              59         8/21/2013
               42              69         8/23/2013
               63              69         8/23/2013
               63              50         8/20/2013
               68              70         8/23/2013
               65              69         8/23/2013
               61              39         8/25/2013
               82              70         8/23/2013
               70              50         8/20/2013
               62              77         8/25/2013
               74              71         8/23/2013
               60              74         8/25/2013
               70              82         1/22/2014
               67              62         8/22/2013
               62              61         8/22/2013
               74              61         8/22/2013
               62              77         8/25/2013
               64              70         8/23/2013
